income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,99370.39,258342,378859.42,Category C (Partnership/Proprietorship),0.16,994920.11,0,0,2,0,0,0,3,73.57,706
FLUCTUATING,166024.63,282667,765811.31,Category A (MNC/Govt/PSU),1.98,723911.49,0,0,3,1,0,1,3,86.38,630
STABLE,120095.08,223396,280219.54,Category A (MNC/Govt/PSU),0.93,326958.28,0,0,5,1,1,1,5,38.83,706
STABLE,112107.03,210935,359114.24,Category C (Partnership/Proprietorship),1.92,10383.56,0,0,1,0,0,0,1,25.72,612
STABLE,158137.21,268308,541564.96,Category B (Private Ltd),2.2,83471.83,0,0,1,0,1,0,1,74.97,682
STABLE,155658.12,260470,618173.67,Category C (Partnership/Proprietorship),2.68,102740.84,0,0,2,1,0,0,3,39.43,688
STABLE,45576.89,95779,164211.56,Category B (Private Ltd),2.09,9515.87,0,0,5,1,1,1,6,35.66,666
STABLE,125062.24,299596,456652.0,Category A (MNC/Govt/PSU),2.64,795539.35,1,0,4,1,0,1,4,77.85,697
STABLE,26088.2,66947,141904.18,Category A (MNC/Govt/PSU),0.43,1786.62,0,2,4,1,1,0,5,88.21,422
STABLE,11112.26,21920,43043.75,Category A (MNC/Govt/PSU),1.21,1352.17,0,0,1,0,0,1,2,83.19,559
FLUCTUATING,98118.74,178461,250141.2,Category B (Private Ltd),5.89,649330.62,0,0,2,0,1,0,3,19.56,708
FLUCTUATING,27030.96,65598,93713.31,Category B (Private Ltd),2.93,2543.15,0,0,5,1,1,1,6,69.34,522
STABLE,39120.35,102479,272960.05,Unlisted,3.4,2316.44,0,0,4,0,1,1,4,37.63,586
UNSTABLE,8624.34,28170,48652.87,Category B (Private Ltd),10.27,20721.71,0,0,5,1,1,1,6,28.33,617
FLUCTUATING,123534.45,271968,722989.82,Category B (Private Ltd),4.23,104265.29,0,0,5,1,1,1,5,60.52,634
STABLE,92345.45,226854,275985.75,Category B (Private Ltd),6.49,6475.4,0,0,4,0,1,1,5,43.09,635
FLUCTUATING,54227.17,130035,354625.47,Unlisted,1.81,513808.73,1,0,3,1,0,1,3,33.34,623
STABLE,98358.74,209521,351661.48,Category A (MNC/Govt/PSU),5.18,654572.49,1,0,2,0,1,0,2,65.64,700
STABLE,64210.13,118668,244836.0,Category A (MNC/Govt/PSU),2.77,410165.55,0,0,4,1,0,1,5,24.3,759
STABLE,92751.75,244907,617029.14,Category C (Partnership/Proprietorship),3.04,488073.79,0,0,1,0,0,0,1,59.95,724
STABLE,6311.2,15695,30654.47,Category A (MNC/Govt/PSU),3.62,1538.02,0,0,0,0,0,0,1,54.66,653
STABLE,64326.24,137521,283879.85,Category B (Private Ltd),0.88,10790.06,1,0,2,0,0,1,2,87.73,560
STABLE,35983.55,74186,163007.0,Category A (MNC/Govt/PSU),5.76,55025.18,0,0,2,1,1,0,2,53.15,720
STABLE,64639.12,191510,207405.06,Category A (MNC/Govt/PSU),1.4,58285.38,0,0,5,1,1,1,5,69.71,685
STABLE,36185.57,105967,197042.88,Category B (Private Ltd),2.7,270340.33,0,0,1,0,0,1,2,88.84,678
STABLE,37584.74,68097,203905.61,Category A (MNC/Govt/PSU),2.21,246063.18,0,0,4,1,1,1,5,75.87,713
FLUCTUATING,83273.18,189559,285626.78,Category B (Private Ltd),0.15,17021.08,0,0,5,1,1,1,5,41.45,596
FLUCTUATING,153310.07,289819,708672.21,Category A (MNC/Govt/PSU),2.06,518140.25,0,0,4,1,0,1,4,43.92,690
FLUCTUATING,69714.38,216971,428681.15,Category C (Partnership/Proprietorship),3.6,344310.78,0,0,3,0,1,1,4,58.99,682
STABLE,23513.39,69030,109246.01,Category A (MNC/Govt/PSU),8.34,251513.36,1,0,2,0,1,1,3,37.7,715
STABLE,86668.87,145467,418294.59,Category C (Partnership/Proprietorship),11.0,488148.38,1,0,4,1,1,1,4,45.34,716
STABLE,61910.62,105798,157557.83,Category C (Partnership/Proprietorship),3.68,415544.16,0,0,1,1,0,0,2,50.91,738
UNSTABLE,21821.56,45577,48435.73,Category A (MNC/Govt/PSU),5.01,120286.19,0,0,0,0,0,0,1,52.26,659
FLUCTUATING,65589.62,166844,385780.42,Category A (MNC/Govt/PSU),1.92,479382.94,0,0,5,1,1,1,6,28.61,677
FLUCTUATING,136373.16,296160,502588.94,Category A (MNC/Govt/PSU),1.55,102295.88,0,0,3,1,1,0,3,56.41,658
FLUCTUATING,24135.16,79767,87392.68,Category A (MNC/Govt/PSU),0.92,5621.58,0,2,4,1,1,1,4,36.42,462
FLUCTUATING,101055.46,229182,483389.25,Category C (Partnership/Proprietorship),3.28,957186.37,0,0,5,1,1,1,5,45.12,663
STABLE,127398.57,226461,458452.64,Category B (Private Ltd),0.88,1052742.96,0,0,1,0,0,0,1,77.68,709
STABLE,77777.67,168693,475982.46,Category C (Partnership/Proprietorship),0.68,10633.4,0,0,5,1,1,1,5,88.83,563
STABLE,8934.36,21519,53230.12,Category B (Private Ltd),0.65,51207.98,0,0,5,1,1,1,6,18.55,688
STABLE,93895.03,234491,560662.57,Category B (Private Ltd),6.09,1076654.53,0,0,4,1,1,0,5,36.15,745
STABLE,94367.58,251942,405200.97,Category C (Partnership/Proprietorship),1.98,254833.59,0,0,4,0,1,1,4,46.95,689
STABLE,122951.34,232159,597262.37,Category B (Private Ltd),15.77,291167.18,0,0,5,1,1,1,5,78.89,693
STABLE,86758.6,226311,677426.95,Category C (Partnership/Proprietorship),3.6,931482.16,1,0,4,1,1,1,5,61.79,663
STABLE,156892.06,291315,855905.39,Category B (Private Ltd),4.26,993018.66,0,0,2,1,0,1,3,17.52,742
STABLE,102433.21,271278,456102.46,Category A (MNC/Govt/PSU),0.99,696899.07,1,0,3,1,0,1,4,39.55,712
STABLE,37532.08,80441,96518.24,Category C (Partnership/Proprietorship),2.31,296173.31,0,0,1,0,0,0,1,46.44,747
STABLE,155934.82,281941,382453.05,Unlisted,2.08,1283023.02,0,0,4,1,1,1,4,71.38,683
UNSTABLE,123240.16,242321,408966.88,Category B (Private Ltd),10.78,493841.66,0,0,0,0,0,0,0,65.35,660
STABLE,41076.62,101594,279672.22,Category A (MNC/Govt/PSU),0.41,427744.63,0,0,0,0,0,0,1,54.21,764
STABLE,35938.63,114087,129921.21,Category C (Partnership/Proprietorship),8.28,359727.19,0,0,1,1,0,0,1,16.79,745
STABLE,92521.18,181915,330884.44,Category C (Partnership/Proprietorship),1.77,6741.59,0,0,1,0,0,0,1,84.51,537
FLUCTUATING,14034.79,31996,67136.82,Unlisted,32.92,118049.35,0,0,2,0,0,1,3,49.15,668
STABLE,60983.21,172217,462063.63,Category A (MNC/Govt/PSU),1.87,3210.23,0,0,5,1,1,1,6,23.38,649
STABLE,75685.28,193273,539839.14,Category B (Private Ltd),7.35,16441.98,0,0,1,0,0,0,1,41.9,699
UNSTABLE,108225.08,280651,754507.53,Category B (Private Ltd),8.82,310561.91,0,0,0,0,0,0,1,35.19,645
STABLE,79442.08,230533,440921.06,Category A (MNC/Govt/PSU),6.26,22475.81,0,0,1,0,0,1,2,37.47,712
FLUCTUATING,43721.75,113591,213088.53,Category A (MNC/Govt/PSU),0.38,472643.76,0,2,1,1,0,0,2,66.25,534
FLUCTUATING,14817.87,27241,79251.57,Unlisted,12.0,52539.23,0,0,5,1,1,1,5,27.59,635
STABLE,15285.48,25748,71077.45,Category A (MNC/Govt/PSU),0.56,932.34,0,0,2,0,0,1,3,63.02,602
STABLE,96117.29,195639,311482.27,Category C (Partnership/Proprietorship),0.93,576131.81,0,0,2,0,0,1,2,49.5,724
STABLE,145213.98,248161,734762.22,Category B (Private Ltd),14.99,3049.37,0,0,3,1,0,0,3,91.48,585
STABLE,21683.2,44512,61339.07,Category B (Private Ltd),6.37,93401.65,0,0,2,0,1,0,3,16.35,751
STABLE,70709.39,215355,641273.66,Unlisted,0.41,418442.61,0,0,2,1,1,0,2,63.91,659
STABLE,25728.88,80210,113960.21,Category A (MNC/Govt/PSU),7.72,1120.4,0,0,1,0,0,0,2,80.29,596
STABLE,127918.96,245994,559635.76,Category B (Private Ltd),8.76,13634.93,0,0,3,1,0,0,4,59.49,697
STABLE,28207.79,54989,56164.88,Category B (Private Ltd),9.27,93184.48,1,0,0,0,0,0,0,68.43,693
STABLE,65405.97,188321,283336.13,Category A (MNC/Govt/PSU),15.28,342491.04,0,0,1,1,0,0,2,15.82,796
STABLE,76293.42,143909,333812.09,Category B (Private Ltd),1.27,517746.89,0,0,4,1,0,1,5,14.68,743
STABLE,19972.78,43800,112823.62,Category A (MNC/Govt/PSU),3.37,182802.69,0,0,1,0,0,1,2,69.48,728
STABLE,31595.85,95366,282796.09,Category C (Partnership/Proprietorship),5.82,349716.05,0,0,2,1,0,0,3,88.02,651
STABLE,38866.96,90781,133183.32,Unlisted,15.68,318114.29,0,0,1,0,0,1,1,78.07,700
STABLE,82376.23,152290,393424.49,Category A (MNC/Govt/PSU),5.51,8483.54,0,0,2,0,1,0,2,93.91,629
STABLE,82342.26,140439,274862.64,Category B (Private Ltd),12.74,636214.9,1,0,5,1,1,1,5,44.03,713
STABLE,59944.56,153063,381005.55,Category A (MNC/Govt/PSU),1.24,605628.58,0,0,4,1,1,1,4,23.59,753
STABLE,84315.45,144273,164110.81,Category B (Private Ltd),1.99,45457.85,0,0,4,1,1,1,4,48.3,712
STABLE,61327.28,202386,313613.4,Category A (MNC/Govt/PSU),5.39,785755.71,0,0,3,1,0,0,4,19.73,756
FLUCTUATING,80116.58,177284,415515.41,Unlisted,3.49,836753.41,1,0,5,1,1,1,6,28.52,606
STABLE,6657.25,15004,15527.06,Category C (Partnership/Proprietorship),0.38,60112.77,0,0,0,0,0,0,1,21.75,681
STABLE,21735.27,60151,82547.03,Category A (MNC/Govt/PSU),0.74,147631.03,0,0,1,0,0,0,2,68.34,701
STABLE,16234.79,30605,56630.84,Category B (Private Ltd),3.65,102986.4,0,0,4,1,0,1,4,89.29,644
STABLE,86915.58,162802,350092.12,Unlisted,1.42,2652.09,0,0,2,0,1,0,2,71.69,571
UNSTABLE,92261.23,226897,599233.36,Category A (MNC/Govt/PSU),7.04,564706.09,0,0,4,0,1,1,4,67.91,642
STABLE,80711.37,214071,229004.72,Category B (Private Ltd),0.56,85200.59,0,0,1,0,0,0,2,66.0,696
STABLE,75824.6,252463,292260.3,Category C (Partnership/Proprietorship),4.39,13615.01,0,0,3,0,1,1,3,37.83,650
UNSTABLE,78506.5,218072,275138.11,Category B (Private Ltd),4.1,816955.34,0,1,2,0,0,1,2,19.61,610
STABLE,160159.66,272783,652930.94,Category B (Private Ltd),3.08,516766.34,0,0,5,1,1,1,6,26.86,747
UNSTABLE,84589.73,183497,466499.3,Category B (Private Ltd),2.63,179886.13,3,0,5,1,1,1,5,85.65,429
STABLE,143579.65,264271,718281.39,Unlisted,1.74,199239.01,0,0,2,0,1,1,2,52.82,666
UNSTABLE,130744.73,276891,754820.8,Category B (Private Ltd),0.41,496729.9,0,0,0,0,0,0,1,89.33,585
UNSTABLE,48598.41,98552,164600.06,Category A (MNC/Govt/PSU),1.7,116814.21,0,0,5,1,1,1,6,32.24,637
STABLE,126593.02,237257,585742.28,Category B (Private Ltd),8.64,1145730.29,0,0,4,1,1,1,5,33.71,751
STABLE,47364.66,129894,181942.75,Unlisted,8.09,521068.61,2,0,1,0,0,0,2,83.29,587
STABLE,90420.55,262365,555366.09,Unlisted,2.48,52776.35,0,0,0,0,0,0,1,18.24,690
STABLE,150331.12,258505,321848.62,Category A (MNC/Govt/PSU),0.15,396442.73,1,0,4,0,1,1,4,55.21,697
STABLE,60740.2,113976,184946.4,Category B (Private Ltd),19.97,543983.98,0,0,0,0,0,0,0,17.03,780
FLUCTUATING,91186.76,288411,295436.6,Category B (Private Ltd),1.71,515753.28,0,0,1,1,0,0,1,53.56,700
STABLE,57542.55,164473,279431.11,Category C (Partnership/Proprietorship),7.07,217652.92,0,0,5,1,1,1,6,56.75,696
STABLE,125099.5,243076,296371.97,Category C (Partnership/Proprietorship),0.73,23784.3,2,0,4,1,0,1,4,25.83,564
STABLE,26799.65,45797,103890.74,Category A (MNC/Govt/PSU),4.62,209161.93,1,0,5,1,1,1,5,12.84,696
STABLE,109168.43,274610,533353.23,Category C (Partnership/Proprietorship),0.67,1237953.53,1,0,3,0,0,1,4,24.97,690
FLUCTUATING,67829.05,121186,128968.46,Category B (Private Ltd),7.2,539660.05,0,0,2,1,0,0,3,52.77,701
STABLE,49647.35,133447,160351.84,Category A (MNC/Govt/PSU),0.97,12255.42,0,0,0,0,0,0,0,85.89,623
STABLE,12049.76,20236,55763.64,Category C (Partnership/Proprietorship),5.38,90849.8,0,0,5,1,1,1,5,94.42,576
STABLE,64873.72,133225,258267.3,Category A (MNC/Govt/PSU),2.29,9038.94,1,0,2,0,0,1,2,49.59,660
STABLE,109376.37,200191,566442.0,Category B (Private Ltd),6.51,12965.99,0,0,5,1,1,1,6,73.93,640
FLUCTUATING,113767.49,195846,512086.74,Category B (Private Ltd),1.81,296873.86,0,0,2,0,1,0,2,93.17,599
STABLE,81701.99,158430,401439.1,Category B (Private Ltd),0.09,79667.23,0,0,3,0,0,1,4,41.62,713
UNSTABLE,25608.26,60272,92276.34,Category A (MNC/Govt/PSU),1.57,187622.34,0,0,5,1,1,1,6,51.01,638
STABLE,137334.71,273272,619404.97,Category B (Private Ltd),4.06,86450.48,0,0,0,0,0,0,1,73.5,713
STABLE,15887.59,52407,156212.08,Category B (Private Ltd),5.16,4586.19,0,0,5,1,1,1,5,67.96,621
STABLE,41378.95,84935,163129.79,Category A (MNC/Govt/PSU),0.07,5811.1,0,0,1,0,0,0,1,49.89,697
FLUCTUATING,69211.95,141980,363417.31,Category C (Partnership/Proprietorship),3.66,295121.74,1,0,5,1,1,1,6,14.52,617
STABLE,51701.56,139909,392136.93,Category C (Partnership/Proprietorship),4.03,346521.4,0,0,0,0,0,0,1,44.39,728
STABLE,87622.91,192296,246107.72,Category B (Private Ltd),1.39,3045.02,0,0,5,1,1,1,6,47.93,629
STABLE,140128.23,284805,566644.81,Category C (Partnership/Proprietorship),10.39,6340.05,0,0,3,1,1,0,4,85.53,555
STABLE,75609.2,126916,296270.26,Category A (MNC/Govt/PSU),6.3,154410.65,1,0,3,1,0,0,3,71.45,673
STABLE,33022.61,74471,149720.44,Category C (Partnership/Proprietorship),5.71,333329.84,2,0,4,1,0,1,4,24.14,655
STABLE,22403.72,38004,57796.28,Category A (MNC/Govt/PSU),3.94,151786.3,0,0,3,1,1,1,3,38.1,747
STABLE,51796.86,87701,102407.71,Category A (MNC/Govt/PSU),2.72,3757.65,0,0,2,1,0,1,3,71.73,632
UNSTABLE,95277.71,181475,217490.13,Category C (Partnership/Proprietorship),13.4,843039.32,0,0,0,0,0,0,1,30.03,684
STABLE,70099.57,215558,509374.78,Category B (Private Ltd),5.53,894742.49,0,0,0,0,0,0,1,36.36,780
FLUCTUATING,12200.91,28394,84004.32,Category A (MNC/Govt/PSU),12.77,90689.38,0,0,3,1,0,0,4,44.81,704
STABLE,118993.65,216873,264151.31,Category A (MNC/Govt/PSU),2.79,14252.54,0,0,5,1,1,1,5,36.91,679
STABLE,105360.99,187398,321976.29,Category A (MNC/Govt/PSU),9.34,775642.47,0,2,1,0,0,1,1,71.56,640
STABLE,122450.28,248078,455167.13,Category A (MNC/Govt/PSU),12.19,11174.21,1,0,3,0,1,0,3,69.98,607
STABLE,39780.27,67805,71687.68,Category A (MNC/Govt/PSU),1.39,89306.32,0,0,5,1,1,1,6,59.3,707
STABLE,51397.82,149374,423349.28,Unlisted,7.58,318426.03,0,0,0,0,0,0,1,80.51,653
STABLE,90890.2,246887,250852.93,Category B (Private Ltd),3.79,386732.95,0,0,0,0,0,0,0,62.92,737
STABLE,41770.97,120373,298890.31,Category B (Private Ltd),0.3,245414.71,0,0,3,0,0,1,4,38.75,750
STABLE,94954.74,160619,338884.13,Category A (MNC/Govt/PSU),0.7,520148.14,0,0,2,1,0,0,3,14.22,744
FLUCTUATING,128946.19,299647,507262.13,Category A (MNC/Govt/PSU),8.72,11344.27,0,0,0,0,0,0,0,64.94,578
UNSTABLE,37812.86,94553,170188.24,Category B (Private Ltd),4.92,458808.59,0,0,0,0,0,0,1,43.61,676
STABLE,21237.76,67941,91959.08,Category C (Partnership/Proprietorship),4.14,37206.33,0,0,4,1,0,1,5,42.54,694
STABLE,70089.44,196757,373140.44,Category B (Private Ltd),1.98,833100.22,0,0,1,0,0,1,2,81.21,663
FLUCTUATING,116437.01,232360,692423.79,Category B (Private Ltd),6.61,529372.83,0,0,1,0,1,0,2,62.99,659
UNSTABLE,92848.93,244631,369593.61,Category B (Private Ltd),14.51,2468.82,0,0,0,0,0,0,1,79.23,536
STABLE,5967.35,13052,26236.03,Category B (Private Ltd),18.25,12741.64,0,0,0,0,0,0,1,77.87,646
STABLE,48302.17,95687,135561.84,Category B (Private Ltd),12.06,248203.06,2,0,0,0,0,0,0,31.45,707
STABLE,23371.58,48493,58553.37,Category C (Partnership/Proprietorship),8.42,42557.31,0,0,4,1,0,1,4,62.03,669
STABLE,58154.44,132540,291954.93,Category C (Partnership/Proprietorship),1.21,7669.31,0,0,4,1,1,1,4,84.95,573
FLUCTUATING,109309.58,290759,760585.91,Category A (MNC/Govt/PSU),5.99,518870.09,0,0,5,1,1,1,6,29.03,714
STABLE,152978.02,272170,507472.55,Category B (Private Ltd),7.22,147198.39,1,0,4,1,0,1,5,74.5,665
STABLE,36567.38,76332,141647.85,Category A (MNC/Govt/PSU),0.47,190783.86,0,0,3,0,1,1,3,75.22,686
STABLE,51401.01,119366,215312.08,Category B (Private Ltd),4.38,316018.11,0,0,3,1,1,0,3,92.56,672
STABLE,48470.57,131246,143472.86,Category C (Partnership/Proprietorship),9.5,611200.28,0,0,5,1,1,1,5,35.23,735
STABLE,153626.17,269383,795478.72,Unlisted,0.68,583813.49,3,0,0,0,0,0,1,55.03,586
STABLE,37367.71,101685,280209.73,Category B (Private Ltd),4.14,332526.44,0,0,5,1,1,1,6,25.63,735
STABLE,90939.7,193843,275501.97,Unlisted,2.04,897928.54,0,0,5,1,1,1,5,36.04,708
STABLE,76933.48,204110,583949.56,Category B (Private Ltd),8.07,248701.06,1,0,2,0,0,0,3,10.55,714
STABLE,90252.57,293855,527124.11,Category A (MNC/Govt/PSU),6.26,15864.0,0,0,4,1,0,1,5,41.31,707
UNSTABLE,65588.74,187198,344271.96,Category B (Private Ltd),1.48,298730.82,0,0,0,0,0,0,1,93.61,595
UNSTABLE,79955.69,202122,563819.0,Category B (Private Ltd),4.58,11861.49,0,0,5,1,1,1,6,70.76,559
FLUCTUATING,132814.31,258577,477171.24,Category B (Private Ltd),1.5,12208.09,0,0,4,1,1,1,4,25.43,564
FLUCTUATING,80986.99,158306,337978.84,Unlisted,4.55,6610.69,0,0,5,1,1,1,6,48.75,539
FLUCTUATING,46514.1,77839,83850.76,Category A (MNC/Govt/PSU),1.27,343805.72,0,0,3,0,1,1,4,41.51,683
STABLE,8287.78,23698,70242.99,Category A (MNC/Govt/PSU),4.45,65946.36,0,0,2,0,1,0,2,89.91,625
FLUCTUATING,34525.4,110919,174172.37,Category A (MNC/Govt/PSU),0.06,383571.74,0,0,1,0,0,1,2,68.97,656
STABLE,62011.73,141994,192271.64,Category B (Private Ltd),2.26,544043.3,0,0,2,0,0,1,2,75.97,721
STABLE,23234.19,64800,86235.96,Category C (Partnership/Proprietorship),1.3,153408.98,0,0,0,0,0,0,0,11.31,719
FLUCTUATING,129189.01,276441,636553.01,Category A (MNC/Govt/PSU),5.2,21437.21,0,0,4,1,1,0,4,93.03,547
STABLE,45656.78,93323,202989.05,Category A (MNC/Govt/PSU),3.29,230304.19,0,0,3,1,1,1,3,28.18,744
STABLE,27905.67,79903,150618.67,Category B (Private Ltd),1.87,137770.28,0,0,1,0,0,1,2,29.74,746
FLUCTUATING,120704.1,225196,377850.16,Category C (Partnership/Proprietorship),0.7,9160.72,0,0,5,1,1,1,5,18.24,557
STABLE,73711.09,230319,664398.23,Unlisted,0.46,457764.36,0,0,4,1,1,1,4,74.39,653
STABLE,139928.23,239333,543504.75,Category A (MNC/Govt/PSU),6.41,813506.49,0,0,3,1,0,0,4,79.41,754
STABLE,102527.35,288586,350024.57,Unlisted,1.11,27862.98,0,0,0,0,0,0,0,58.19,633
STABLE,38979.28,125123,225644.46,Category C (Partnership/Proprietorship),3.7,83380.78,0,0,1,0,0,0,2,93.22,633
STABLE,63570.9,130333,337195.24,Category A (MNC/Govt/PSU),4.07,110166.47,0,0,1,0,0,1,2,38.86,751
STABLE,71573.38,199432,281221.09,Category B (Private Ltd),9.35,735780.15,3,2,1,0,1,0,2,72.86,485
STABLE,115166.81,273211,798865.64,Category A (MNC/Govt/PSU),2.86,585969.24,0,0,2,0,1,0,2,64.81,713
FLUCTUATING,100468.24,266445,359808.59,Category B (Private Ltd),9.25,732905.09,0,0,1,1,0,0,1,91.25,635
STABLE,33044.11,71608,185059.3,Category B (Private Ltd),1.78,4889.59,1,0,2,1,0,0,2,65.36,582
STABLE,21566.24,38669,44602.94,Category A (MNC/Govt/PSU),3.42,58759.87,0,0,1,0,0,1,1,12.16,747
STABLE,63188.63,114817,211329.93,Category B (Private Ltd),10.32,227715.86,0,0,4,1,1,1,4,14.77,755
STABLE,100469.31,226169,227509.15,Category A (MNC/Govt/PSU),1.96,1035065.09,1,0,2,1,0,0,2,87.0,635
UNSTABLE,26372.97,69739,146021.79,Category A (MNC/Govt/PSU),0.17,323836.88,0,0,1,0,0,1,2,66.19,617
STABLE,56548.9,99363,283414.74,Category A (MNC/Govt/PSU),0.95,64016.22,0,0,0,0,0,0,1,44.98,733
STABLE,50933.64,169327,472018.84,Category C (Partnership/Proprietorship),1.91,239340.8,0,0,3,0,0,1,3,44.02,697
UNSTABLE,96262.7,204202,307826.02,Category C (Partnership/Proprietorship),0.36,212317.16,0,0,2,0,1,0,2,54.02,592
STABLE,58401.52,171080,373379.67,Category A (MNC/Govt/PSU),0.27,560997.63,1,0,0,0,0,0,0,53.58,733
FLUCTUATING,18284.51,41566,113113.71,Category B (Private Ltd),1.08,14510.52,1,0,3,0,0,1,4,16.09,590
STABLE,148797.44,269201,520066.16,Category A (MNC/Govt/PSU),6.13,300577.59,0,0,3,1,1,1,4,18.0,731
STABLE,14146.53,24507,62508.33,Category B (Private Ltd),5.95,88702.87,0,0,3,1,1,0,3,42.85,691
STABLE,55506.89,180848,229091.46,Category B (Private Ltd),8.1,336837.5,0,0,4,1,0,1,5,71.0,730
STABLE,101219.15,196085,215125.02,Category B (Private Ltd),1.25,7269.37,0,0,4,1,1,1,5,92.11,534
STABLE,135396.81,251421,258092.98,Category B (Private Ltd),6.8,124107.55,0,0,0,0,0,0,0,71.07,698
STABLE,59912.58,128018,243334.07,Category B (Private Ltd),15.27,50191.12,0,0,2,1,0,0,3,69.52,707
STABLE,53436.28,89538,138344.74,Category C (Partnership/Proprietorship),7.28,333421.41,0,0,2,1,0,0,3,34.84,731
STABLE,25501.53,70282,74554.78,Category B (Private Ltd),4.21,327193.68,0,0,4,1,0,1,5,73.42,706
STABLE,30767.28,62756,65035.04,Category C (Partnership/Proprietorship),9.03,147484.36,1,0,2,1,0,0,2,90.66,602
STABLE,14286.92,25065,59563.18,Unlisted,7.28,31023.08,0,0,0,0,0,0,1,23.6,684
FLUCTUATING,51301.39,94358,124934.22,Category C (Partnership/Proprietorship),2.84,300308.12,0,0,1,1,0,0,1,91.53,581
STABLE,112505.28,197150,201843.93,Category B (Private Ltd),2.15,252784.83,0,0,1,0,0,0,1,62.91,703
UNSTABLE,95521.88,164093,346076.26,Category B (Private Ltd),18.86,57067.53,0,0,4,1,1,1,4,59.63,637
STABLE,95144.78,290786,678836.91,Category A (MNC/Govt/PSU),5.11,272348.07,0,0,0,0,0,0,1,32.54,733
FLUCTUATING,42567.41,108993,220696.27,Category B (Private Ltd),8.56,538674.09,0,0,0,0,0,0,0,12.11,715
UNSTABLE,124606.7,242843,563944.87,Category A (MNC/Govt/PSU),9.06,552392.53,0,0,2,0,1,0,2,46.31,697
FLUCTUATING,38317.36,75285,116112.11,Category A (MNC/Govt/PSU),9.23,5065.35,0,0,0,0,0,0,0,80.95,554
STABLE,99637.65,227054,473997.25,Category B (Private Ltd),0.1,686583.43,0,0,4,1,1,1,4,36.98,740
STABLE,31209.6,77261,169306.76,Unlisted,20.4,15855.32,1,0,0,0,0,0,1,80.48,562
STABLE,29301.42,53634,112187.25,Category A (MNC/Govt/PSU),1.44,64287.74,0,0,5,1,1,1,5,22.74,709
FLUCTUATING,71238.25,213206,272381.7,Category A (MNC/Govt/PSU),1.65,878489.17,0,0,2,1,0,0,3,92.09,609
STABLE,5176.71,14383,41632.58,Category A (MNC/Govt/PSU),2.9,43448.33,0,0,2,0,1,0,3,13.6,691
FLUCTUATING,72639.23,171704,291095.17,Category A (MNC/Govt/PSU),0.2,566049.4,0,0,0,0,0,0,1,93.95,618
STABLE,18764.02,36015,57430.79,Category A (MNC/Govt/PSU),0.77,133609.4,0,0,2,0,1,0,2,75.63,703
STABLE,39373.95,125391,362427.28,Category A (MNC/Govt/PSU),2.92,10698.76,0,0,5,1,1,1,6,85.36,616
STABLE,46043.01,104897,137962.92,Category B (Private Ltd),6.79,449363.27,0,0,2,0,1,1,3,51.95,771
UNSTABLE,8373.51,15149,33226.04,Category C (Partnership/Proprietorship),1.02,32412.6,0,0,2,0,0,1,2,76.47,544
FLUCTUATING,80525.78,258797,445579.39,Category A (MNC/Govt/PSU),1.07,1215834.6,0,0,0,0,0,0,0,21.82,695
UNSTABLE,46644.26,145973,272741.38,Category A (MNC/Govt/PSU),1.59,13059.88,0,0,1,0,1,0,2,36.64,588
STABLE,73299.59,141666,240767.73,Category A (MNC/Govt/PSU),4.56,695303.55,0,0,1,1,0,0,1,94.2,702
FLUCTUATING,34118.87,64486,153216.68,Category A (MNC/Govt/PSU),3.94,3271.43,1,0,3,0,1,0,3,60.17,530
STABLE,10003.57,18070,28801.6,Category C (Partnership/Proprietorship),0.52,62200.32,0,0,0,0,0,0,0,60.54,637
STABLE,23796.08,54845,131056.41,Category A (MNC/Govt/PSU),4.51,191096.31,0,0,3,0,0,1,4,78.69,720
STABLE,131516.2,293071,838431.29,Category C (Partnership/Proprietorship),7.7,825299.77,0,0,5,1,1,1,6,80.69,655
STABLE,25169.56,82439,224526.55,Category A (MNC/Govt/PSU),4.86,3788.53,3,0,3,0,1,1,4,36.11,520
STABLE,38681.55,104176,121091.64,Category B (Private Ltd),2.05,36896.52,0,0,5,1,1,1,6,44.14,715
STABLE,64401.78,117772,245035.07,Category A (MNC/Govt/PSU),2.61,466503.0,0,0,3,0,1,0,4,32.36,762
STABLE,25017.73,44142,103786.66,Category A (MNC/Govt/PSU),4.26,162000.8,0,0,4,1,0,1,5,21.61,740
STABLE,60759.43,182192,349300.28,Category B (Private Ltd),30.05,486018.48,1,0,1,0,1,0,2,90.66,660
STABLE,42670.31,87734,88354.56,Unlisted,2.24,90868.24,0,0,4,1,1,1,4,89.54,601
STABLE,113699.37,251452,655798.28,Category C (Partnership/Proprietorship),2.29,354980.78,0,0,0,0,0,0,1,18.1,696
UNSTABLE,11114.47,27441,39754.7,Category A (MNC/Govt/PSU),5.18,103431.42,0,0,1,1,0,0,2,50.91,645
STABLE,19316.7,42664,123303.27,Category B (Private Ltd),15.31,3207.15,0,0,0,0,0,0,0,28.93,695
STABLE,14562.6,36296,45213.2,Category A (MNC/Govt/PSU),0.24,1485.73,0,0,4,1,1,1,5,33.47,606
